Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.Damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.Flight,Air.Carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.Phase.of.Flight,Report.Status,Publication.Date
20191104X20318,Accident,GAA20CA060,2019-11-04,"Smoketown, PA",United States,40.041666,-76.201944,S37,SMOKETOWN,Non-Fatal,Substantial,Helicopter,N8560A,Robinson,R22,No,1,,Part 91: General Aviation,,Instructional,,,,,2,VMC,,Preliminary,06/11/2019
20191104X71357,Accident,ERA20FA031,2019-11-04,"New Bedford, MA",United States,41.621111,-70.938333,EWB,New Bedford Regional Airport,Fatal(1),Destroyed,Airplane,N714LK,Cessna,150,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,MANEUVERING,Preliminary,14/11/2019
20191104X50805,Accident,ERA20FA029,2019-11-04,"Cedartown, GA",United States,34.043889,-85.177223,4A4,Polk County Airport- Cornelius,Fatal(1),Substantial,Gyroplane,N875FV,PAVEL,Tango2,Yes,1,Reciprocating,Part 91: General Aviation,,Flight Test,,1,,,,VMC,MANEUVERING,Preliminary,14/11/2019
20191104X05444,Accident,GAA20CA059,2019-11-03,"Greer, SC",United States,35.034166,-82.298889,PVT,The Flying Few,Non-Fatal,Substantial,Airplane,N87173,Ercoupe,415,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,19/12/2019
20191104X20412,Accident,GAA20CA056,2019-11-03,"Monument Valley, UT",United States,37.016667,-110.200556,UT25,Monument Valley,Non-Fatal,Substantial,Airplane,C-GMEE,Pitts,S1,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,19/12/2019
20191104X62255,Accident,ERA20TA030,2019-11-03,"Doral, FL",United States,25.796944,-80.341111,,N/A,Non-Fatal,Substantial,Airplane,N6015Z,Beech,76,No,2,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,DESCENT,Preliminary,21/11/2019
20191104X61204,Accident,GAA20CA068,2019-11-02,"Chester, CT",United States,41.383611,-72.505833,SNC,Chester,Non-Fatal,Substantial,Airplane,N59WE,ICON,A5,Yes,1,,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,13/11/2019
20191108X95652,Accident,GAA20CA066,2019-11-02,"Gilbert, SC",United States,33.884166,-81.381667,SC45,Gilbert Intl Airpark,Non-Fatal,Substantial,Airplane,N24AU,American Aviation,AA 5,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,MANEUVERING,Factual,19/12/2019
20191104X60116,Accident,GAA20CA057,2019-11-02,"Palmyra, PA",United States,40.286666,-76.576945,58N,Reigle Field,Non-Fatal,Substantial,,N718CC,Cub Crafters,CC11,No,,,Part 91: General Aviation,,Personal,,,,,2,VMC,,Preliminary,05/11/2019
20191104X60648,Accident,ERA20LA037,2019-11-02,"Seffner, FL",United States,27.983611,-82.275556,,N/A,Non-Fatal,Substantial,Helicopter,Unreg,MOSQUITO,XE,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,1,,,VMC,LANDING,Preliminary,21/11/2019
20191120X12056,Accident,GAA20WA083,2019-11-01,"Santa Severa Nord, Italy",Italy,42.021111,11.9775,,N/A,Fatal(1),Destroyed,Airplane,,CESSNA,F150,No,,,"Non-U.S., Non-Commercial",,,,1,1,,,,APPROACH,Foreign,
20191103X05342,Accident,GAA20CA053,2019-11-01,"Salem, OR",United States,44.909444,-123.0025,SLE,Mcnary Fld,Non-Fatal,Substantial,Airplane,N102PH,ZENAIR,CH701,Yes,1,Reciprocating,Part 91: General Aviation,,Flight Test,,,,,1,VMC,TAKEOFF,Factual,02/01/2020
20191102X73517,Accident,ERA20LA028,2019-11-01,"Odessa, TX",United States,32.026111,-102.404722,,N/A,Non-Fatal,Substantial,Airplane,N732JW,Cessna,T210,No,,Reciprocating,Part 91: General Aviation,,Personal,,,1,,,VMC,CRUISE,Preliminary,04/12/2019
20191102X80415,Accident,ERA20FA027,2019-11-01,"Stuart, FL",United States,27.176111,-80.2125,SUA,Witham Field,Fatal(1),Destroyed,Airplane,N10VD,GRUMMAN,OV-1,No,2,Turbo Prop,Part 91: General Aviation,,Air Race/Show,,1,,,,VMC,MANEUVERING,Preliminary,15/11/2019
20191102X74138,Accident,CEN20LA017,2019-11-01,"Kalamazoo, MI",United States,42.234444,-85.551667,AZO,Kalamazoo/Battle Creek Interna,Non-Fatal,Substantial,Airplane,N50TB,SOCATA,TB 30 EPSILON,No,,,Part 91: General Aviation,,Personal,,,1,,,VMC,TAKEOFF,Preliminary,21/11/2019
20191031X64722,Accident,WPR20FA018,2019-10-31,"Brawley, CA",United States,32.988055,-115.469167,BWC,Brawley Muni,Fatal(2),Substantial,Airplane,N7158X,Cessna,150,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,UNKNOWN,Preliminary,02/12/2019
20191031X31506,Accident,GAA20CA054,2019-10-31,"New Braunfels, TX",United States,29.705833,-98.043333,BAZ,New Braunfels Rgnl,Non-Fatal,Minor,Airplane,N850BK,Beech,200,No,,,Part 91: General Aviation,,Business,,,1,,1,VMC,,Preliminary,06/11/2019
20191031X14200,Accident,ERA20FA026,2019-10-31,"Paducah, KY",United States,37.103333,-88.817223,PAH,Barkley Rgnl,Fatal(1),Destroyed,Airplane,N181AG,Piper,PA32R,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,APPROACH,Preliminary,06/11/2019
20191031X04119,Accident,ERA20FA025,2019-10-31,"Middleburg, FL",United States,30.0125,-81.78,,N/A,Fatal(1),Destroyed,Airplane,N425JW,Vans,RV 4,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,,Preliminary,06/11/2019
20191031X24146,Accident,ERA20FA022,2019-10-31,"Ocala, FL",United States,29.141666,-82.194166,OCF,Ocala Intl-Jim Taylor Field,Fatal(2),Destroyed,Airplane,N959CM,Beech,58,No,2,Reciprocating,Part 91: General Aviation,,Flight Test,,2,1,,,VMC,TAKEOFF,Preliminary,15/11/2019
20191107X61159,Incident,DCA20WA011,2019-10-31,"Johannesburg, South Africa",South Africa,,,,,Incident,,Airplane,,BOEING,737,,,,"Non-U.S., Commercial",,,,,,,,,TAKEOFF,Foreign,
20191104X32212,Accident,ANC20LA003B,2019-10-31,"Honolulu, HI",United States,21.327223,-157.905833,HNL,DANIEL K INOUYE INTL,Non-Fatal,Substantial,Airplane,N274MM,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,3,,TAXI,Preliminary,12/11/2019
20191104X32212,Accident,ANC20LA003A,2019-10-31,"Honolulu, HI",United States,21.327223,-157.905833,HNL,DANIEL K INOUYE INTL,Non-Fatal,Minor,Airplane,N926FE,Cessna,208,No,1,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,,Federal Express,,,,3,,TAXI,Preliminary,12/11/2019
20191030X52912,Accident,ERA20FA021,2019-10-30,"Atlanta, GA",United States,33.856944,-84.290555,PDK,DEKALB-PEACHTREE,Fatal(2),Destroyed,Airplane,N56258,Piper,PA28R,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,IMC,TAKEOFF,Preliminary,14/11/2019
20191119X20424,Accident,GAA20CA082,2019-10-29,"Albuquerque, NM",United States,35.145277,-106.795277,AEG,Double Eagle Ii,Non-Fatal,Substantial,Airplane,N3016A,Cessna,170,No,1,,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,05/12/2019
20191105X60219,Accident,ERA20WA032,2019-10-29,"Gecitkale, Turkey",Turkey,,,LCGK,,Fatal(2),Substantial,Ultralight,,ICP,Ventura,No,,,"Non-U.S., Non-Commercial",,,,2,,,,,APPROACH,Foreign,
20191029X22722,Accident,ERA20FA020,2019-10-29,"Colonia, NJ",United States,40.590277,-74.310833,LDJ,Linden,Fatal(1),Destroyed,Airplane,N959MJ,Cessna,414,No,2,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,IMC,APPROACH,Preliminary,15/11/2019
20191030X64711,Accident,DCA20CA010,2019-10-29,"Boise, ID",United States,43.5,-116.3,KBOI,Boise Airport,Unavailable,Substantial,Airplane,N402QX,De Havilland,DHC8,No,2,,Part 121: Air Carrier,SCHD,,Horizon Air Indistries Inc.,,,,,VMC,,Preliminary,29/11/2019
20191031X84359,Accident,GAA20CA055,2019-10-28,"Augusta, GA",United States,33.466667,-82.039444,DNL,Daniel Field,Non-Fatal,Substantial,Airplane,N80931,Cessna,172,No,1,,Part 91: General Aviation,,Personal,,,,1,,VMC,,Preliminary,12/11/2019
20191030X10836,Accident,GAA20CA052,2019-10-28,"Alexandria, LA",United States,31.300278,-92.474167,n/a,,Non-Fatal,Substantial,Helicopter,N661CG,Robinson,R66,No,1,,Part 91: General Aviation,,Personal,,,,,3,IMC,,Preliminary,11/11/2019
20191027X84541,Accident,GAA20CA088,2019-10-27,"Daytona Beach, FL",United States,29.080278,-81.046666,7FL6,Spruce Creek,Non-Fatal,Destroyed,Airplane,N35HW,HIGGINS JOHN H/WILLIAMS JOHN D,QUESTAIR VENTURE,No,1,,Part 91: General Aviation,,,,,2,,,,,Preliminary,25/11/2019
20191105X13431,Accident,GAA20CA058,2019-10-27,"Enumclaw, WA",United States,47.243611,-121.924445,WN76,BERGSETH FIELD,Non-Fatal,Substantial,Glider,N213TA,Let,L13,No,,,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,07/11/2019
20191027X84759,Accident,GAA20CA048,2019-10-27,"Le Roy, NY",United States,42.981389,-77.935277,5G0,LE ROY,Non-Fatal,Substantial,Airplane,N9008V,Beech,36,No,1,,Public Aircraft,,Personal,,,,4,,VMC,,Preliminary,11/11/2019
20191031X84231,Accident,ERA20LA023,2019-10-27,"Grand Bay, AL",United States,30.568889,-88.377223,,GJ's,Non-Fatal,Substantial,Airplane,N7009H,Piper,J3C,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,TAKEOFF,Preliminary,13/11/2019
20191028X10747,Accident,CEN20LA015,2019-10-27,"White Bear Township, MN",United States,45.116667,-92.996111,6MN9,BENSON,Non-Fatal,Destroyed,Airplane,N2621P,Piper,PA22,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,1,,,VMC,TAKEOFF,Preliminary,29/10/2019
20191026X65118,Accident,GAA20CA051,2019-10-26,"Tavares, FL",United States,28.800556,-81.727778,FA1,Tavares,Unavailable,Substantial,Airplane,N170AV,Pereyra,AVENTURA,Yes,,,Part 91: General Aviation,,Personal,,,,,,,,Preliminary,29/10/2019
20191118X14801,Incident,WPR20WA023,2019-10-25,"Port Harcourt NAS, Nigeria",Nigeria,,,,Port Harcourt NAS,Incident,,Helicopter,,SIKORSKY,S92,No,,,"Non-U.S., Commercial",,,,,,,,UNK,CRUISE,Foreign,
20191026X22107,Accident,WPR20FA016,2019-10-25,"Jordan Valley, OR",United States,43.394722,-117.046944,,N/A,Fatal(1),Substantial,Helicopter,N280F,Enstrom,280F,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,1,,,VMC,CRUISE,Preliminary,19/11/2019
20191025X65223,Accident,WPR20FA015,2019-10-25,"American Falls, ID",United States,42.777778,-112.895,,N/A,Fatal(1),Substantial,Airplane,N201BJ,Mooney,M20J,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,MANEUVERING,Preliminary,02/12/2019
20191026X64750,Accident,GAA20CA050,2019-10-25,"Opa Locka, FL",United States,25.913056,-80.282223,OPF,MIAMI-OPA LOCKA EXECUTIVE,Non-Fatal,Substantial,Airplane,N8816Y,Piper,PA 30,No,2,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,VMC,TAKEOFF,Factual,17/12/2019
20191025X21150,Accident,WPR20LA017,2019-10-24,"Red Creek, AZ",United States,34.158333,-111.731667,,Red Creek,Non-Fatal,Substantial,Airplane,N8326Z,Cessna,205,No,,,Part 91: General Aviation,,Personal,,,,,3,VMC,,Preliminary,19/11/2019
20191125X21347,Accident,WPR20FAMS1,2019-10-24,"Shelter Cove, CA",United States,39.789166,-123.971111,0Q5,Shelter Cove,Fatal(2),,Airplane,N4958J,Piper,PA28R,No,,,Part 91: General Aviation,,Personal,,2,,,,VMC,UNKNOWN,Preliminary,02/12/2019
20191024X25548,Accident,GAA20CA091,2019-10-24,"Apopka, FL",United States,28.7075,-81.581945,X04,Orlando Apopka,Unavailable,Substantial,Airplane,N639BV,COSTRUZIONI AERONAUTICHE TECNA,P2004,No,,,Part 91: General Aviation,,Instructional,,,,,,,,Preliminary,25/11/2019
20191024X80514,Accident,ERA20FA019,2019-10-24,"Summit Point, WV",United States,39.253056,-77.961111,,N/A,Fatal(2),Destroyed,Airplane,N8354E,Mooney,M20A,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,UNKNOWN,Preliminary,13/11/2019
20191025X20514,Accident,CEN20LA014,2019-10-24,"Swea City, IA",United States,43.384166,-94.320278,,N/A,Non-Fatal,Substantial,Airplane,N1443E,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,1,,VMC,CRUISE,Factual,10/12/2019
20191023X53135,Accident,WPR20LA014,2019-10-23,"Spanaway, WA",United States,47.070278,-122.371111,3B8,SHADY ACRES,Non-Fatal,Substantial,Airplane,N615RJ,Vans,RV 6,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,1,1,,VMC,TAKEOFF,Preliminary,12/11/2019
20191023X31824,Accident,WPR20FA013,2019-10-23,"Las Vegas, NV",United States,36.146944,-115.381667,VGT,North Las Vegas,Fatal(2),Substantial,Helicopter,N225JM,Robinson,R44,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,MANEUVERING,Preliminary,12/11/2019
20191118X00059,Accident,GAA20WA078,2019-10-23,"Madero, Mexico, Mexico",Mexico,19.251111,-101.123056,,,Fatal(6),Substantial,Airplane,,CESSNA,401,No,,,"Non-U.S., Non-Commercial",,,,6,,,,,CRUISE,Foreign,
20191024X72231,Accident,GAA20CA095,2019-10-23,"Marion, AL",United States,,,A08,,Unavailable,,Airplane,N77200,Cessna,120,No,1,,Part 91: General Aviation,,Instructional,,,,,,,,Preliminary,06/12/2019
20191023X23030,Accident,CEN20FA012B,2019-10-23,"Hebbronville, TX",United States,27.3725,-98.633334,N/A,,Fatal(2),Substantial,Helicopter,N74512,Robinson,R22,No,1,Reciprocating,Part 91: General Aviation,,Business,,2,1,,1,VMC,MANEUVERING,Preliminary,29/10/2019
20191023X23030,Accident,CEN20FA012A,2019-10-23,"Hebbronville, TX",United States,27.3725,-98.633334,N/A,,Fatal(2),Destroyed,Helicopter,N7189D,ROBINSON,R22 Beta,No,1,Reciprocating,Part 91: General Aviation,,Business,,2,1,,1,VMC,MANEUVERING,Preliminary,29/10/2019
20191023X03800,Accident,WPR20LA012,2019-10-22,"Holden, UT",United States,39.139166,-112.275,,N/A,Non-Fatal,Substantial,Airplane,N204BF,Czech Sport Aircraft,Sportcruiser,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,,CRUISE,Preliminary,12/11/2019
20191023X05941,Accident,CEN20LA013,2019-10-22,"Lamesa, TX",United States,32.735,-101.743333,,N/A,Non-Fatal,Minor,Airplane,N9143F,Air Tractor,AT 502,No,1,Turbo Prop,Part 137: Agricultural,,Aerial Application,,,1,,1,VMC,MANEUVERING,Factual,26/10/2019
20191112X15744,Accident,GAA20WA065,2019-10-21,"Belo Horizonte, Brazil",Brazil,-19.904722,-43.976389,,N/A,Fatal(2),Destroyed,Airplane,,CIRRUS,SR20,No,,,"Non-U.S., Non-Commercial",,,,2,2,,,,CLIMB,Foreign,
20191028X41854,Accident,GAA20WA047,2019-10-21,"Tarasenkove, Ukraine",Ukraine,49.54,32.41,,,Fatal(1),Destroyed,Helicopter,,ROBINSON,R44,No,,,"Non-U.S., Non-Commercial",,Personal,,1,,,,,,Foreign,
20191021X42408,Accident,GAA20CA044,2019-10-21,"Brooksville, FL",United States,28.473611,-82.455556,BKV,Brooksville-Tampa Bay Rgnl,Non-Fatal,Substantial,Gyroplane,N147AR,RICHARD B CARPENTER,AR-1,Yes,,,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,23/10/2019
20191020X53853,Accident,GAA20CA041,2019-10-21,"Nantucket, MA",United States,41.334722,-70.299444,MA55,Muskeget Island,Non-Fatal,Substantial,Airplane,N1052T,Maule,MX7,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Factual,19/12/2019
20191020X24101,Accident,WPR20FA008,2019-10-20,"Angel Fire, NM",United States,36.393055,-105.286944,AXX,Angel Fire,Fatal(2),Substantial,Airplane,N7742P,Piper,PA 24,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,TAKEOFF,Preliminary,12/11/2019
20191118X93025,Accident,GAA20WA077,2019-10-20,"La Piedad, Mexico",Mexico,,,,,Fatal(2),Substantial,Airplane,,CESSNA,310,No,,,"Non-U.S., Non-Commercial",,,,2,,,,,TAKEOFF,Foreign,
20191021X15311,Accident,GAA20CA040,2019-10-20,"Reno, NV",United States,,,,N/A,Non-Fatal,Substantial,Airplane,C-GPMT,Kitfox,S7,Yes,1,,Part 91: General Aviation,,Personal,,,,,1,,,Preliminary,22/10/2019
20191020X50853,Accident,GAA20CA038,2019-10-20,"Wedgefield, FL",United States,28.102778,-80.645277,,N/A,Non-Fatal,Substantial,Airplane,N637FT,Piper,PA28,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,IMC,CRUISE,Factual,19/12/2019
20191021X13706,Accident,ERA20FA014,2019-10-20,"Raleigh, NC",United States,35.854167,-78.757778,RDU,Raleigh-Durham Int,Fatal(2),Destroyed,Airplane,N534Z,Piper,PA32,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,APPROACH,Preliminary,31/10/2019
20191021X74218,Accident,CEN20FA009,2019-10-20,"White Plains, AL",United States,33.749722,-85.723334,,N/A,Fatal(1),Destroyed,Airplane,N249BW,Vans,VANS RV-8,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,CRUISE,Preliminary,24/10/2019
20191019X10346,Accident,GAA20CA039,2019-10-19,"Safford, AZ",United States,32.693889,-109.690277,,N/A,Non-Fatal,Substantial,Airplane,N3784A,Zenair,CH 701,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,MANEUVERING,Factual,17/12/2019
20191019X04853,Accident,GAA20CA037,2019-10-19,"Albuquerque, NM",United States,35.084444,-106.650278,,N/A,Non-Fatal,Substantial,Balloon,N275WB,Ultramagic,N 250,No,,,Part 91: General Aviation,,Business,,,,,1,VMC,,Preliminary,22/10/2019
20191023X21250,Accident,CEN20WA011,2019-10-19,"San Salvador, El Salvador",El Salvador,,,,,Fatal(2),Destroyed,Airplane,N7381G,Cessna,172,No,1,Reciprocating,"Non-U.S., Non-Commercial",,Unknown,,2,2,,,,UNKNOWN,Foreign,
20191018X41633,Accident,GAA20CA043,2019-10-18,"Knoxville, TN",United States,35.963056,-83.876667,DKX,KNOXVILLE DOWNTOWN ISLAND,Non-Fatal,Substantial,Airplane,N801PZ,Zenair,ZENITH 801,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Factual,17/12/2019
20191018X95836,Accident,GAA20CA036,2019-10-18,"Marble Canyon, AZ",United States,36.810833,-111.644444,L41,Marble Canyon,Non-Fatal,Substantial,Airplane,N49PD,Titan,TITAN TORNADO II,Yes,,,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,22/10/2019
20191018X20936,Accident,GAA20CA034,2019-10-18,"King City, CA",United States,36.198055,-121.110278,KIC,Mesa Del Rey,Non-Fatal,Substantial,Helicopter,N7060J,Bell,47G,No,1,Reciprocating,Part 137: Agricultural,,Aerial Application,,,,1,,VMC,LANDING,Factual,18/12/2019
20191020X10854,Accident,ERA20WA015,2019-10-18,"Nassau, Bahamas",Bahamas,25.0925,-77.504722,,N/A,Non-Fatal,Substantial,Airplane,N437GB,Douglas,DC3C S1C3G,No,2,Reciprocating,Part 135: Air Taxi & Commuter,,,,,,2,,UNK,CRUISE,Foreign,
20191022X21222,Accident,ERA20LA018,2019-10-18,"Madisonville, TN",United States,35.550556,-84.374445,MNV,Monroe County,Non-Fatal,Substantial,Airplane,N564T,Beech,N35,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,GO-AROUND,Preliminary,25/10/2019
20191018X73851,Accident,ERA20FA013,2019-10-18,"Tamaqua, PA",United States,40.743333,-76.018334,,N/A,Fatal(1),Substantial,Glider,N830DK,SPORTINE AVIACIJA,LAK17,No,1,Electric,Part 91: General Aviation,,Personal,,1,,,,VMC,CRUISE,Preliminary,25/10/2019
20191017X22012,Accident,WPR20LA009,2019-10-17,"Stockton, CA",United States,37.895555,-121.259444,SCK,Stockton Metropolitan Airport,Non-Fatal,Substantial,Airplane,N11379,Cessna,206,No,1,Reciprocating,Public Aircraft,,Instructional,,,,2,,VMC,TAKEOFF,Preliminary,02/12/2019
20191021X25252,Accident,GAA20CA046,2019-10-17,"New Braunfels, TX",United States,29.705833,-98.043333,BAZ,,Non-Fatal,Substantial,,N5073Y,Cessna,L19,No,,,Part 91: General Aviation,,,,,,,2,VMC,,Preliminary,25/10/2019
20191018X35916,Accident,GAA20CA035,2019-10-17,"Overton, NV",United States,36.51,-114.375834,,N/A,Non-Fatal,Substantial,Helicopter,N4066S,Robinson,R22,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,VMC,TAKEOFF,Factual,17/12/2019
20191018X04535,Accident,GAA20CA033,2019-10-17,"Socorro, TX",United States,31.654722,-106.303333,,N/A,Non-Fatal,Substantial,Airplane,N9033T,Weatherly,620,No,1,,Part 137: Agricultural,,Business,,,,,1,VMC,,Preliminary,22/10/2019
20191017X61153,Accident,GAA20CA032,2019-10-17,"Monument Valley, UT",United States,37.016667,-110.200556,UT25,Monument Valley,Non-Fatal,Substantial,Airplane,N771TX,Flight Design,CTLS,No,,,Part 91: General Aviation,,Personal,,,,1,,,,Preliminary,22/10/2019
20191017X50324,Accident,GAA20CA031,2019-10-17,"Alvin, TX",United States,29.451389,-95.3025,,N/A,Non-Fatal,Substantial,Airplane,N2585H,Ercoupe,415,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,CRUISE,Factual,19/12/2019
20191018X65951,Accident,ERA20FA012,2019-10-17,"New Salem, NC",United States,35.149166,-80.362222,,N/A,Fatal(1),Substantial,Helicopter,N167AG,Bell,206,No,1,Turbo Shaft,Part 137: Agricultural,,Aerial Application,,1,,,,,MANEUVERING,Preliminary,31/10/2019
20191018X02019,Accident,DCA20MA002,2019-10-17,"Unalaska, AK",United States,,,PADU,Unalaska,Fatal(1),Substantial,Airplane,N686PA,Saab,2000,No,,Turbo Prop,Part 121: Air Carrier,SCHD,,"Peninsula AviationServices Inc., (DBA: PenAir)",1,1,3,37,VMC,LANDING,Preliminary,15/11/2019
20191019X90834,Accident,DCA20CA003,2019-10-17,"Tres Pinos, CA",United States,36.8125,-121.185833,,N/A,Non-Fatal,Substantial,Airplane,N221HV,Kitty Hawk,Heaviside2,No,8,,Part 91: General Aviation,,Flight Test,,,,,,VMC,,Preliminary,18/12/2019
20191017X95817,Accident,CEN20FA008,2019-10-17,"Green Bay, WI",United States,44.4225,-87.935833,WI78,Martins Aerodrome,Fatal(2),Substantial,Airplane,N82308,Aeronca,7AC,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,VMC,LANDING,Preliminary,22/10/2019
20191017X25647,Accident,GAA20CA030,2019-10-16,"Gerlach, NV",United States,40.335,-119.908056,,N/A,Non-Fatal,Substantial,Airplane,N2894P,Piper,PA18,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,18/12/2019
20191021X62154,Accident,ERA20LA016,2019-10-16,"Augusta, GA",United States,33.371945,-81.971667,AGS,Augusta Rgnl At Bush Field,Non-Fatal,,Airplane,N307KP,Bombardier,BD 700 1A10,No,2,Turbo Fan,Part 91: General Aviation,,Business,,,1,,,VMC,TAXI,Preliminary,25/11/2019
20191021X53431,Accident,CEN20LA021,2019-10-16,"Unknown, GM",United States,25.3825,-90.125834,,N/A,Unavailable,,Airplane,N778PA,Piper,PA23,No,2,Reciprocating,Part 91: General Aviation,,Personal,,,,,,,UNKNOWN,Preliminary,25/11/2019
20191022X83614,Accident,WPR20WA011,2019-10-15,"Singapore, Singapore",Singapore,,,,,Non-Fatal,Substantial,Airplane,N181CW,Diamond,DA42,No,,,Unknown,,,,,,,1,,TAKEOFF,Foreign,
